Number	System	Body	Piston	Nrv in probe	Handle	x	x2	x3	Fittings	Sales year	Code number	Description	Pcs	2 First	Body/Gas thread	Piston thread	Body description	Piston description	NRV description	Body drawings	Piston drawings	NRV drawings	Fitting drawings	Complete drawing list
8	U	B	3	4	CA	0	0	0	00	2020	8UB34CA00000	MF-UEC 1/2″BSP-1/2″BSP	6.967	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304		709-432, 709-161, 703-121, 733-304
7	A	8	7	0	CC	0	0	0	97	2022	7A870CC00097	MF-AB 5/8″BSP-5/8″BSP	6.876	7A	3/8"	5/8"	3/8" O-ring på stempel	5/8" ø8.5 O-ring på stempel		703-667	706-117		102-530, 401-939, 239-086, 102-525, 762-120	703-667, 706-117, 102-530, 401-939, 239-086, 102-525, 762-120
4	S	7	1	3	CA	0	0	0	70	2019	4S713CA00070	MF-S 1/2″BSP-1/2″BSP	6.790	4S	1/2"	1/2"	1/2" ø8 CO2	1/2" Massiv	Kontraventil	707-379	707-119	102-699	401-627, PI451214FS	707-379, 707-119, 102-699, 401-627, PI451214FS
4	S	B	3	A	CA	0	0	0	13	2019	4SB3ACA00013	MF-S 5/8″BSP-5/8″BSP	6.751	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Kontraventil  STOP	733-316	707-239	102-699, 102-524	102-530	733-316, 707-239, 102-699, 102-524, 102-530
5	S	1	1	C	CC	0	0	0	00	2022	5S11CCC00000	MF-S 1/2″BSP-1/2″BSP	6.740	5S	1/2"	1/2"	1/2"	1/2" Massiv	Kontaventil	707-359	707-119	112-897		707-359, 707-119, 112-897
4	A	E	4	9	CA	0	0	0	09	2021	4AE49CA00009-U11	MF-AB 5/8''BSP-5/8''BSP	6.720	4A	5/8"	5/8"	5/8" med PRV	5/8" Standard	Kontraventil  Stop	703-581	703-173	703-121, 102-524	404-321, 404-320	703-581, 703-173, 703-121, 102-524, 404-321, 404-320
K	K	1	2	2	CA	2	0	0	00	2021	KK122CA2000	MF-KK 5/8″BSP, Keykeg	6.633	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	2	2	CA	2	0	0	00	2019	KK122CA2000	MF-KK 5/8″BSP, Keykeg	6.606	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	A	5	3	3	CA	0	0	0	00	2022	4A533CA00000	MF-AB 1/2″BSP-1/2″BSP	6.539	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699		703-416, 703-177, 102-699
8	U	B	3	4	CA	0	0	0	00	2021	8UB34CA00000	MF-UEC 1/2″BSP-1/2″BSP	6.446	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304		709-432, 709-161, 703-121, 733-304
K	K	1	1	2	CA	2	1	0	00	2019	KK112CA2100	MF-KK 1/2″BSP KeyKeg	6.428	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	S	A	3	2	CC	0	0	0	26	2022	5SA32CC00026	MF-S 1/2″BSP-5/8″BSP	6.390	5S	1/2"	5/8"	"1/2"" RG 
MAHOU"	5/8" Massiv	Stop Kugle	707-577	707-239	102-524, 102-527	401-998, 401-784	707-577, 707-239, 102-524, 102-527, 401-998, 401-784
5	A	8	8	5	CC	0	0	0	16	2022	5A885CC00016	MF-AB 5/8″BSP-5/8″BSP	6.388	5A	5/8"	5/8"	5/8"	5/8" Ø16 Serie	Kontraventil	703-685	703-242	102-699	405-002, 401-737	703-685, 703-242, 102-699, 405-002, 401-737
3	M	6	4	0	CA	0	0	0	00	2021	3M640CA00000	MF-M 3/4''BSP-5/8''BSP	6.280	3M	3/4"	5/8"	3/4" (ø14x7)  Vingem.	5/8"RG Ø10 DIN 32677		106-544, 401-471	731-128			106-544, 401-471, 731-128
7	G	5	6	3	CA	0	0	0	17	2019	7G563CA00017	MF-GB 1/2''BSP-1/2''BSP	6.200	7G	1/2"	1/2"	"1/2""
uden stop"	"1/2""
Syrefast"	Kontraventil	703-541	703-117	102-699	401-084, 401-020	703-541, 703-117, 102-699, 401-084, 401-020
5	S	1	1	3	CC	0	0	0	34	2022	5S113CC00034	MF-S 1/2″BSP-1/2″BSP	6.105	5S	1/2"	1/2"	1/2"	1/2" Massiv	Kontraventil	707-359	707-119	102-699	102-530	707-359, 707-119, 102-699, 102-530
4	A	E	4	9	CA	0	0	0	09	2022	4AE49CA00009-U11	MF-AB 5/8''BSP-5/8''BSP	6.090	4A	5/8"	5/8"	5/8" med PRV	5/8" Standard	Kontraventil  Stop	703-581	703-173	703-121, 102-524	404-321, 404-320	703-581, 703-173, 703-121, 102-524, 404-321, 404-320
3	S	9	A	3	CA	0	0	0	00	2021	3S9A3CA00000	MF-S 3/4″BSP-5/8″BSP	5.977	3S	3/4"	5/8"	"3/4"" (Ø14X7)
"	5/8" Massiv	Kontraventil	401-472, 707-473	707-239	102-699		401-472, 707-473, 707-239, 102-699
4	S	E	1	3	CA	0	0	0	00	2021	4SE13CA00000	MF-S 1/2″BSP-1/2″BSP	5.942	4S	1/2"	1/2"	1/2"RG Suntory  m/stop	1/2" Massiv	Kontraventil	707-582	707-119	102-699		707-582, 707-119, 102-699
5	S	1	K	2	CA	0	0	0	00	2020	5S1K2CA00000	MF-S 1/2″BSP-1/2″BSP Japan	5.934	5S	1/2"	1/2"	1/2"	1/2"                Sapporo	Stop Kugle	707-359	707-553	102-524, 102-527		707-359, 707-553, 102-524, 102-527
5	S	1	K	2	CA	0	0	0	00	2019	5S1K2CA00000	MF-S 1/2″BSP-1/2″BSP Japan	5.897	5S	1/2"	1/2"	1/2"	1/2"                Sapporo	Stop Kugle	707-359	707-553	102-524, 102-527		707-359, 707-553, 102-524, 102-527
4	S	E	1	3	CA	0	0	0	00	2022	4SE13CA00000	MF-S 1/2″BSP-1/2″BSP	5.844	4S	1/2"	1/2"	1/2"RG Suntory  m/stop	1/2" Massiv	Kontraventil	707-582	707-119	102-699		707-582, 707-119, 102-699
3	M	6	4	0	CA	0	0	0	00	2019	3M640CA00000	MF-M 3/4''BSP-5/8''BSP	5.810	3M	3/4"	5/8"	3/4" (ø14x7)  Vingem.	5/8"RG Ø10 DIN 32677		106-544, 401-471	731-128			106-544, 401-471, 731-128
7	G	1	1	6	CA	0	0	0	00	2020	7G116CA00000	MF-GB 1/2´´BSP-1/2´´BSP	5.759	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Ring
Kontr. m/gum."	703-495	703-261	733-304, 703-121		703-495, 703-261, 733-304, 703-121
3	S	1	3	3	CA	0	0	0	00	2022	3S133CA00000	MF-S 5/8″BSP-5/8″BSP	5.744	3S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	707-420, 707-473	707-239	102-699		707-420, 707-473, 707-239, 102-699
S	H	3	4	0	CC	0	0	0	63	2022	SH340CC00063	MF-SH 3/8″BSP-5/8″BSP - with new locking pin	5.716	SH	3/8"	5/8"	3/8" Reserveret	"5/8""
Drelebar ø14x6"			707-555		239-086, 401-939, 762-120	707-555, 239-086, 401-939, 762-120
3	D	1	4	2	CA	0	0	0	00	2019	3D142CA00000	MF-D 5/8''BSP-5/8''BSP	5.662	3D	5/8"	5/8"	5/8" (BP  102-521)	5/8"	Stop Kugle	707-420, 707-473, 102-521	733-101	102-524, 102-527		707-420, 707-473, 102-521, 733-101, 102-524, 102-527
4	A	5	3	3	CA	0	0	0	00	2020	4A533CA00000	MF-AB 1/2″BSP-1/2″BSP	5.570	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699		703-416, 703-177, 102-699
4	A	5	3	2	CA	0	0	0	55	2020	4A532CA00055	MF-AB 1/2″BSP-1/2″BSP	5.564	4A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	703-177	102-524, 102-527	PI451014FS, 401-788, PM220808S, 401-788, 102-530	703-416, 703-177, 102-524, 102-527, PI451014FS, 401-788, PM220808S, 401-788, 102-530
7	A	1	3	2	CA	0	0	0	96	2021	7A132CA00096	MF-AB 1/2″BSP-5/8″BSP	5.560	7A	1/2"	5/8"	1/2"	5/8" Standard	Stop Kugle	703-485	703-181	102-524, 102-527	401-520, 405-001	703-485, 703-181, 102-524, 102-527, 401-520, 405-001
3	S	9	C	0	CA	0	0	0	00	2019	3S9C0CA00000	MF-S 3/4″BSP-5/8″BSP	5.440	3S	3/4"	5/8"	"3/4"" (Ø14X7)
"	5/8" Ø10 Beck/Licher m/absperrh.Ø14x7		401-472, 707-473	707-249			401-472, 707-473, 707-249
3	G	1	1	1	CA	0	0	0	01	2021	3G111CA00001	MF-GB 5/8″BSP-5/8″BSP	5.348	3G	5/8"	5/8"	5/8"	5/8"	Kontraventil	707-420, 703-447	703-197	102-699	100-461	707-420, 703-447, 703-197, 102-699, 100-461
4	S	1	1	3	CA	0	0	0	00	2019	4S113CA00000	MF-S 1/2″BSP-1/2″BSP	5.274	4S	1/2"	1/2"	1/2"	1/2" Massiv	Kontraventil	707-301	707-119	102-699		707-301, 707-119, 102-699
K	K	1	1	2	CA	2	1	0	00	2020	KK112CA2100	MF-KK 1/2″BSP KeyKeg	5.270	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	S	1	K	2	CA	0	0	0	00	2022	5S1K2CA00000	MF-S 1/2″BSP-1/2″BSP Japan	5.000	5S	1/2"	1/2"	1/2"	1/2"                Sapporo	Stop Kugle	707-359	707-553	102-524, 102-527		707-359, 707-553, 102-524, 102-527
S	H	2	4	0	CA	0	0	0	44	2022	SH240CA00044	MF-SH 3/8″-3/8″Quick fit	5.000	SH	3/8"	5/8"	3/8"	"5/8""
Drelebar ø14x6"		707-551	707-555		239-039, 401-841	707-551, 707-555, 239-039, 401-841
5	A	8	8	5	CC	0	0	0	16	2019	5A885CC00016	MF-AB 5/8″BSP-5/8″BSP	4.993	5A	5/8"	5/8"	5/8"	5/8" Ø16 Serie	Kontraventil	703-685	703-242	102-699	405-002, 401-737	703-685, 703-242, 102-699, 405-002, 401-737
S	H	2	4	0	CA	0	0	0	44	2019	SH240CA00044	MF-SH 3/8″-3/8″Quick fit	4.901	SH	3/8"	5/8"	3/8"	"5/8""
Drelebar ø14x6"		707-551	707-555		239-039, 401-841	707-551, 707-555, 239-039, 401-841
5	S	1	1	3	CC	0	0	0	00	2020	5S113CC00000	MF-S 1/2″BSP-1/2″BSP	4.873	5S	1/2"	1/2"	1/2"	1/2" Massiv	Kontraventil	707-359	707-119	102-699		707-359, 707-119, 102-699
4	S	E	1	3	CA	0	0	0	00	2019	4SE13CA00000	MF-S 1/2″BSP-1/2″BSP	4.850	4S	1/2"	1/2"	1/2"RG Suntory  m/stop	1/2" Massiv	Kontraventil	707-582	707-119	102-699		707-582, 707-119, 102-699
4	A	5	3	2	CA	0	0	0	55	2022	4A532CA00055	MF-AB 1/2″BSP-1/2″BSP	4.739	4A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	703-177	102-524, 102-527	PI451014FS, 401-788, PM220808S, 401-788, 102-530	703-416, 703-177, 102-524, 102-527, PI451014FS, 401-788, PM220808S, 401-788, 102-530
4	S	1	8	6	CA	0	0	0	00	2022	4S186CA00000	MF-S 1/2″BSP-1/2″BSP	4.670	4S	1/2"	1/2"	1/2"	1/2" Massiv	Ring Kontraventil	707-301	707-119	733-304, 102-699		707-301, 707-119, 733-304, 102-699
7	A	1	1	9	CA	0	0	0	04	2020	7A119CA00004	MF-AB 1/2″BSP-1/2″BSP	4.616	7A	1/2"	1/2"	1/2"	1/2"	Ring Kontr. m/gum.	703-485	703-260	733-304, 703-121		703-485, 703-260, 733-304, 703-121
S	H	2	4	0	CA	0	0	0	44	2020	SH240CA00044	MF-SH 3/8″-3/8″Quick fit	4.502	SH	3/8"	5/8"	3/8"	"5/8""
Drelebar ø14x6"		707-551	707-555		239-039, 401-841	707-551, 707-555, 239-039, 401-841
3	A	6	6	0	CA	0	0	0	10	2019	3A660CA00010	MF-AB 3/4″BSP-5/8″BSP	4.461	3A	3/4"	5/8"	3/4"  (Ø14X7)	5/8" ø10		401-471, 703-407	703-206		239-032	401-471, 703-407, 703-206, 239-032
5	S	9	F	2	CA	0	0	0	07	2020	5S9F2CA00007	MF-S 1/2″BSP-5/8″BSP Suntory	4.460	5S	1/2"	5/8"	"1/2"" RG 
SUNTORY"	5/8" RG SUNTORY	Stop Kugle	707-580	707-576	102-524, 102-527	102-581	707-580, 707-576, 102-524, 102-527, 102-581
4	A	5	3	3	CA	0	0	0	00	2021	4A533CA00000	MF-AB 1/2″BSP-1/2″BSP	4.423	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699		703-416, 703-177, 102-699
5	S	1	1	C	CC	0	0	0	00	2021	5S11CCC00000	MF-S 1/2″BSP-1/2″BSP	4.410	5S	1/2"	1/2"	1/2"	1/2" Massiv	Kontaventil	707-359	707-119	112-897		707-359, 707-119, 112-897
7	G	1	1	6	CA	0	0	0	00	2019	7G116CA00000	MF-GB 1/2´´BSP-1/2´´BSP	4.361	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Ring
Kontr. m/gum."	703-495	703-261	733-304, 703-121		703-495, 703-261, 733-304, 703-121
3	M	6	4	0	CA	0	0	0	00	2020	3M640CA00000	MF-M 3/4''BSP-5/8''BSP	4.345	3M	3/4"	5/8"	3/4" (ø14x7)  Vingem.	5/8"RG Ø10 DIN 32677		106-544, 401-471	731-128			106-544, 401-471, 731-128
3	S	9	A	3	CA	0	0	0	00	2020	3S9A3CA00000	MF-S 3/4″BSP-5/8″BSP	4.231	3S	3/4"	5/8"	"3/4"" (Ø14X7)
"	5/8" Massiv	Kontraventil	401-472, 707-473	707-239	102-699		401-472, 707-473, 707-239, 102-699
8	U	D	3	4	CA	0	0	0	14	2020	8UD34CA00014-U03	MF-U 5/8''BSP-1/2''BSP	4.200	8U	5/8"	1/2"	5/8" Ø9.4 PRV Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-454	709-161	703-121, 733-304	709-435	709-454, 709-161, 703-121, 733-304, 709-435
6	D	6	8	0	CA	0	0	0	09	2021	6D680CA00009	MF-D 5/8''BSP-5/8''BSP	4.149	6D	5/8"	5/8"	5/8"	5/8"			733-101		239-032, 102-011, 404-320, 404-329, 239-032, 102-011, 404-320	733-101, 239-032, 102-011, 404-320, 404-329, 239-032, 102-011, 404-320
7	A	8	7	0	CC	0	0	0	97	2019	7A870CC00097	MF-AB 5/8″BSP-5/8″BSP	4.119	7A	3/8"	5/8"	3/8" O-ring på stempel	5/8" ø8.5 O-ring på stempel		703-667	706-117		102-530, 401-939, 239-086, 102-525, 762-120	703-667, 706-117, 102-530, 401-939, 239-086, 102-525, 762-120
7	A	1	1	9	CA	0	0	0	04	2022	7A119CA00004	MF-AB 1/2″BSP-1/2″BSP	4.034	7A	1/2"	1/2"	1/2"	1/2"	Ring Kontr. m/gum.	703-485	703-260	733-304, 703-121		703-485, 703-260, 733-304, 703-121
5	S	G	3	3	CA	0	0	0	00	2019	5SG33CA00000	MF-S 5/8″BSP-5/8″BSP	4.005	5S	5/8"	5/8"	5/8" BSP Serie nummer på hus 	5/8" Massiv	Kontraventil	707-390	707-239	102-699		707-390, 707-239, 102-699
7	A	1	1	9	CA	0	0	0	04	2021	7A119CA00004	MF-AB 1/2″BSP-1/2″BSP	3.982	7A	1/2"	1/2"	1/2"	1/2"	Ring Kontr. m/gum.	703-485	703-260	733-304, 703-121		703-485, 703-260, 733-304, 703-121
7	A	8	7	0	CC	0	0	0	97	2020	7A870CC00097	MF-AB 5/8″BSP-5/8″BSP	3.960	7A	3/8"	5/8"	3/8" O-ring på stempel	5/8" ø8.5 O-ring på stempel		703-667	706-117		102-530, 401-939, 239-086, 102-525, 762-120	703-667, 706-117, 102-530, 401-939, 239-086, 102-525, 762-120
7	A	1	1	6	CA	0	0	0	00	2020	7A116CA00000	MF-AB 1/2″BSP 1/2″BSP	3.839	7A	1/2"	1/2"	1/2"	1/2"	Ring Kontr. m/gum.	703-485	703-260	733-304, 703-121		703-485, 703-260, 733-304, 703-121
5	G	3	3	7	CC	0	0	0	14	2019	5G337CC00014	MF-GB 5/8″BSP-5/8″BSP	3.735	5G	1/2"	1/2"	"1/2""
Serie"	"1/2""
Serie"	Kontraventil	703-560	703-313	102-699	405-520, 405-002	703-560, 703-313, 102-699, 405-520, 405-002
3	S	1	3	3	CA	0	0	0	00	2021	3S133CA00000	MF-S 5/8″BSP-5/8″BSP	3.730	3S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	707-420, 707-473	707-239	102-699		707-420, 707-473, 707-239, 102-699
7	A	8	7	0	CC	0	0	0	78	2019	7A870CC00078	MF-AB 3/8″JG-3/8″JG	3.717	7A	3/8"	5/8"	3/8" O-ring på stempel	5/8" ø8.5 O-ring på stempel		703-667	706-117		239-086, 401-939	703-667, 706-117, 239-086, 401-939
4	S	1	8	6	CA	0	0	0	00	2020	4S186CA00000	MF-S 1/2″BSP-1/2″BSP	3.713	4S	1/2"	1/2"	1/2"	1/2" Massiv	Ring Kontraventil	707-301	707-119	733-304, 102-699		707-301, 707-119, 733-304, 102-699
7	A	1	1	6	CA	0	0	0	00	2022	7A116CA00000	MF-AB 1/2″BSP 1/2″BSP	3.691	7A	1/2"	1/2"	1/2"	1/2"	Ring Kontr. m/gum.	703-485	703-260	733-304, 703-121		703-485, 703-260, 733-304, 703-121
4	G	4	1	2	CA	0	0	0	36	2022	4G412CA00036	MF-GB 1/2″BSP-1/2″BSP without STOP	3.610	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	"Stop
Kugle"	703-301	703-101	102-524, 102-527	401-627, PI451214FS	703-301, 703-101, 102-524, 102-527, 401-627, PI451214FS
4	S	1	1	3	CA	0	0	0	00	2022	4S113CA00000	MF-S 1/2″BSP-1/2″BSP	3.605	4S	1/2"	1/2"	1/2"	1/2" Massiv	Kontraventil	707-301	707-119	102-699		707-301, 707-119, 102-699
6	D	6	4	4	CC	0	0	0	04	2022	6D644CC00004	MF-D 5/8″BSP-5/8″BSP	3.590	6D	5/8"	5/8"	5/8"	5/8"			733-101	102-699	102-530	733-101, 102-699, 102-530
7	G	6	4	5	CA	0	0	0	38	2019	7G645CA00038	MF-GB 1/2″BSP-1/2″BSP Flexseal	3.590	7G	1/2"	1/2"	"1/2""
uden stop"	1/2" Std.	"Ring
Kontraventil"	703-542	703-172	733-304, 102-699	405-001, 405-009	703-542, 703-172, 733-304, 102-699, 405-001, 405-009
3	S	9	C	0	CA	0	0	0	00	2021	3S9C0CA00000	MF-S 3/4″BSP-5/8″BSP	3.570	3S	3/4"	5/8"	"3/4"" (Ø14X7)
"	5/8" Ø10 Beck/Licher m/absperrh.Ø14x7		401-472, 707-473	707-249			401-472, 707-473, 707-249
4	S	1	1	2	CA	0	0	0	00	2019	4S112CA00000	MF-S 1/2″BSP-1/2″BSP	3.564	4S	1/2"	1/2"	1/2"	1/2" Massiv	Stop Kugle	707-301	707-119	102-524, 102-527		707-301, 707-119, 102-524, 102-527
4	G	4	1	3	CA	0	0	0	27	2021	4G413CA00027	MF-GB 1/2″BSP-1/2″BSP	3.550	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	405-001, 405-014	703-301, 703-101, 102-699, 405-001, 405-014
S	H	3	4	0	CC	0	0	0	63	2019	SH340CC00063	MF-SH 3/8″BSP-5/8″BSP - with new locking pin	3.519	SH	3/8"	5/8"	3/8" Reserveret	"5/8""
Drelebar ø14x6"			707-555		239-086, 401-939, 762-120	707-555, 239-086, 401-939, 762-120
3	S	6	C	0	CA	0	0	0	04	2022	3S6C0CA00004	MF-S 3/4″BSP-5/8″BSP	3.500	3S	3/4"	5/8"	"3/4""  (ø14x7)
 Vingem."	5/8" Ø10 Beck/Licher m/absperrh.Ø14x7		401-471, 707-473	707-249		102-787, 707-101	401-471, 707-473, 707-249, 102-787, 707-101
4	G	4	1	3	CA	0	0	0	01	2021	4G413CA00001	MF-GB 1/2″BSP-1/2″BSP	3.442	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	100-461	703-301, 703-101, 102-699, 100-461
4	S	7	1	3	CA	0	0	0	70	2022	4S713CA00070	MF-S 1/2″BSP-1/2″BSP	3.374	4S	1/2"	1/2"	1/2" ø8 CO2	1/2" Massiv	Kontraventil	707-379	707-119	102-699	401-627, PI451214FS	707-379, 707-119, 102-699, 401-627, PI451214FS
4	S	E	1	3	CA	0	0	0	00	2020	4SE13CA00000	MF-S 1/2″BSP-1/2″BSP	3.370	4S	1/2"	1/2"	1/2"RG Suntory  m/stop	1/2" Massiv	Kontraventil	707-582	707-119	102-699		707-582, 707-119, 102-699
3	A	6	6	0	CA	0	0	0	10	2021	3A660CA00010	MF-AB 3/4″BSP-5/8″BSP	3.300	3A	3/4"	5/8"	3/4"  (Ø14X7)	5/8" ø10		401-471, 703-407	703-206		239-032	401-471, 703-407, 703-206, 239-032
5	S	1	1	3	CC	0	0	0	40	2022	5S113CC00040	MF-S 1/2″BSP-1/2″BSP	3.300	5S	1/2"	1/2"	1/2"	1/2" Massiv	Kontraventil	707-359	707-119	102-699	405-001, 405-009	707-359, 707-119, 102-699, 405-001, 405-009
K	K	1	2	2	CA	2	0	0	00	2022	KK122CA2000	MF-KK 5/8″BSP, Keykeg	3.293	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	L	1	1	6	CB	0	0	0	00	2022	6L116CB00000	MF-LP 7/16''-20UNF-5/8''BSP	3.253	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	A	8	8	5	CC	0	0	0	16	2021	5A885CC00016	MF-AB 5/8″BSP-5/8″BSP	3.200	5A	5/8"	5/8"	5/8"	5/8" Ø16 Serie	Kontraventil	703-685	703-242	102-699	405-002, 401-737	703-685, 703-242, 102-699, 405-002, 401-737
8	M	1	2	1	CA	0	0	0	03	2022	8M121CA00003	MF-M 1/2″BSP-1/2″BSP	3.200	8M	1/2"	1/2"	1/2"	1/2"	STOP KUGLE	738-396	731-142	102-524, 102-527	401-775, 401-998	738-396, 731-142, 102-524, 102-527, 401-775, 401-998
3	A	6	6	0	CA	0	0	0	10	2020	3A660CA00010	MF-AB 3/4″BSP-5/8″BSP	3.172	3A	3/4"	5/8"	3/4"  (Ø14X7)	5/8" ø10		401-471, 703-407	703-206		239-032	401-471, 703-407, 703-206, 239-032
3	A	9	5	0	CA	0	0	0	00	2022	3A950CA00000	MF-AB 3/4″BSP-5/8″BSP	3.150	3A	3/4"	5/8"	3/4" (Ø14X7)	5/8"-90°		401-472, 703-407	703-198, 703-222			401-472, 703-407, 703-198, 703-222
7	G	1	1	6	CA	0	0	0	00	2022	7G116CA00000	MF-GB 1/2´´BSP-1/2´´BSP	3.150	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Ring
Kontr. m/gum."	703-495	703-261	½		703-495, 703-261, ½
4	S	0	3	3	CA	0	0	0	00	2022	4S033CA00000	MF-S 5/8''BSP-5/8''BSP	3.146	4S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	733-305, 707-490	707-239	102-699		733-305, 707-490, 707-239, 102-699
4	S	1	8	6	CA	0	0	0	00	2019	4S186CA00000	MF-S 1/2″BSP-1/2″BSP	3.123	4S	1/2"	1/2"	1/2"	1/2" Massiv	Ring Kontraventil	707-301	707-119	733-304, 102-699		707-301, 707-119, 733-304, 102-699
3	A	9	5	7	CA	0	0	0	00	2019	3A957CA00000	MF-AB 3/4″BSP-5/8″BSP	3.053	3A	3/4"	5/8"	3/4" (Ø14X7)	5/8"-90°	Stop grøn Kugle grøn	401-472, 703-407	703-198, 703-222	102-615, 102-617		401-472, 703-407, 703-198, 703-222, 102-615, 102-617
5	A	1	2	3	CC	0	0	0	04	2022	5A123CC00004	MF-AB 5/8″BSP-5/8″BSP	3.040	5A	5/8"	5/8"	5/8" Seriekobl.	5/8"     ø16 Bond Seriekobl. 	Stop  Kontraventil	703-455	703-230	102-524, 102-699		703-455, 703-230, 102-524, 102-699
3	S	6	C	0	CA	0	0	0	01	2019	3S6C0CA00001	MF-S 3/4″BSP-5/8″BSP	3.021	3S	3/4"	5/8"	"3/4""  (ø14x7)
 Vingem."	5/8" Ø10 Beck/Licher m/absperrh.Ø14x7		401-471, 707-473	707-249		102-787	401-471, 707-473, 707-249, 102-787
3	D	1	4	2	Ca	0	0	0	00	2021	3D142Ca00000	MF-D 5/8''BSP-5/8''BSP	3.002	3D	5/8"	5/8"	5/8" (BP  102-521)	5/8"	Stop Kugle	707-420, 707-473, 102-521	733-101	102-524, 102-527		707-420, 707-473, 102-521, 733-101, 102-524, 102-527
4	G	4	1	3	CA	0	0	0	27	2019	4G413CA00027	MF-GB 1/2″BSP-1/2″BSP	3.000	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	405-001, 405-014	703-301, 703-101, 102-699, 405-001, 405-014
7	A	1	3	2	CA	0	0	0	95	2021	7A132CA00095	MF-AB 1/2″BSP-5/8″BSP	3.000	7A	1/2"	5/8"	1/2"	5/8" Standard	Stop Kugle	703-485	703-181	102-524, 102-527	401-627, PI451214FS	703-485, 703-181, 102-524, 102-527, 401-627, PI451214FS
7	A	1	3	2	CA	0	0	0	95	2020	7A132CA00095	MF-AB 1/2″BSP-5/8″BSP	3.000	7A	1/2"	5/8"	1/2"	5/8" Standard	Stop Kugle	703-485	703-181	102-524, 102-527	401-627, PI451214FS	703-485, 703-181, 102-524, 102-527, 401-627, PI451214FS
5	S	9	F	2	CA	0	0	0	07	2021	5S9F2CA00007	MF-S 1/2″BSP-5/8″BSP Suntory	2.985	5S	1/2"	5/8"	"1/2"" RG 
SUNTORY"	5/8" RG SUNTORY	Stop Kugle	707-580	707-576	102-524, 102-527	102-581	707-580, 707-576, 102-524, 102-527, 102-581
3	M	6	4	0	CA	0	0	0	00	2022	3M640CA00000	MF-M 3/4''BSP-5/8''BSP	2.954	3M	3/4"	5/8"	3/4" (ø14x7)  Vingem.	5/8"RG Ø10 DIN 32677		106-544, 401-471	731-128			106-544, 401-471, 731-128
3	S	1	A	2	CA	0	0	0	00	2019	3S1A2CA00000	MF-S 5/8″BSP-5/8″BSP	2.950	3S	5/8"	5/8"	5/8"	5/8" Massiv	Stop Kugle	707-420, 707-473	707-239	102-524, 102-527		707-420, 707-473, 707-239, 102-524, 102-527
7	A	1	1	2	CA	0	0	0	00	2019	7A112CA00000	MF-AB7 1/2″BSP-1/2″BSP	2.949	7A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-485	703-260	102-524, 102-527		703-485, 703-260, 102-524, 102-527
4	G	4	1	3	CA	0	0	0	01	2019	4G413CA00001	MF-GB 1/2″BSP-1/2″BSP	2.922	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	100-461	703-301, 703-101, 102-699, 100-461
7	A	1	1	6	CA	0	0	0	00	2019	7A116CA00000	MF-AB 1/2″BSP 1/2″BSP	2.909	7A	1/2"	1/2"	1/2"	1/2"	Ring Kontr. m/gum.	703-485	703-260	733-304, 703-121		703-485, 703-260, 733-304, 703-121
